,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,ENTREGA,peso,precio,importe,Nº fra,fecha cierre,Peso cerrado,Peso Devuelto,Exportación,entrega terminada?,pagado,DEVOLUCIÓN,FILTER,Base OT,Base grs,p. cl calculo,p. jofisa,imp. Jofisa,MGN
NJ,18/sep/25,50,"115,16",5758,2025-150.pdf,7/10/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,"3377,72","108,64","115,16","108,89","5444,5","313,5"
NJ,18/sep/25,50,"118,29","5914,5",2025-152.pdf,8/10/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,"3471,09","111,59","118,29","111,84",5592,"322,5"
NJ,18/sep/25,50,"118,29","5914,5",2025-153.pdf,8/10/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,"3471,09","111,59","118,29","111,84",5592,"322,5"
NJ,18/sep/25,50,"118,58",5929,2025-154.pdf,9/10/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,3479,"111,86","118,58","112,11","5605,5","323,5"
NJ,18/sep/25,50,"118,46",5923,2025-155.pdf,9/10/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,"3475,76","111,75","118,46",112,5600,323
NJ,18/sep/25,50,"116,81","5840,5",2025-157.pdf,10/10/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,"3426,99","110,19","116,81","110,44",5522,"318,5"
NJ,18/sep/25,50,"122,78",6139,2025-161.pdf,15/10/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,"3613,94","115,83","122,78","116,08",5804,335
NJ,18/sep/25,50,"122,78",6139,2025-162.pdf,15/10/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,"3613,94","115,83","122,78","116,08",5804,335
NJ,05/nov/25,50,"124,29","6214,5",2025-167.pdf,20/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3647,46","117,25","124,29","117,5",5875,"339,5"
NJ,05/nov/25,50,"124,29","6214,5",2025-168.pdf,20/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3647,46","117,25","124,29","117,5",5875,"339,5"
NJ,05/nov/25,50,"125,16",6258,2025-170.pdf,20/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3672,09","118,07","125,16","118,32",5916,342
NJ,05/nov/25,50,"127,13","6356,5",2025-171.pdf,20/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3730,14","119,93","127,13","120,18",6009,"347,5"
NJ,05/nov/25,50,"121,3",6065,2025-172.pdf,21/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3558,99","114,43","121,3","114,68",5734,331
NJ,05/nov/25,50,"121,3",6065,2025-173.pdf,21/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3558,99","114,43","121,3","114,68",5734,331
NJ,05/nov/25,50,"118,31","5915,5",2025-174.pdf,22/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3471,26","111,61","118,31","111,86",5593,"322,5"
NJ,05/nov/25,50,"118,31","5915,5",2025-175.pdf,22/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3471,26","111,61","118,31","111,86",5593,"322,5"
NJ,05/nov/25,50,"121,07","6053,5",2025-176.pdf,23/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3552,07","114,21","121,07","114,46",5723,"330,5"
NJ,05/nov/25,50,"121,07","6053,5",2025-177.pdf,23/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3552,07","114,21","121,07","114,46",5723,"330,5"
NJ,05/nov/25,50,"121,22",6061,2025-178.pdf,24/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3554,23","114,35","121,22","114,6",5730,331
NJ,05/nov/25,50,"121,22",6061,2025-179.pdf,24/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3554,23","114,35","121,22","114,6",5730,331
NJ,05/nov/25,50,"121,22",6061,2025-180.pdf,24/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3554,23","114,35","121,22","114,6",5730,331
NJ,05/nov/25,50,"121,22",6061,2025-181.pdf,24/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3554,23","114,35","121,22","114,6",5730,331
NJ,05/nov/25,50,"121,22",6061,2025-182.pdf,24/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3554,23","114,35","121,22","114,6",5730,331
NJ,05/nov/25,50,"114,69","5734,5",2025-185.pdf,28/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3364,9","108,19","114,69","108,44",5422,"312,5"
NJ,05/nov/25,50,"114,69","5734,5",2025-186.pdf,28/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3364,9","108,19","114,69","108,44",5422,"312,5"
NJ,05/nov/25,50,"114,69","5734,5",2025-184.pdf,28/10/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3364,9","108,19","114,69","108,44",5422,"312,5"
NJ,05/nov/25,50,"118,28",5914,2025-192.pdf,4/11/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3470,45","111,58","118,28","111,83","5591,5","322,5"
NJ,05/nov/25,50,"118,28",5914,2025-193.pdf,4/11/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3470,45","111,58","118,28","111,83","5591,5","322,5"
NJ,05/nov/25,50,"121,25","6062,5",2025-198.pdf,10/11/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3557,46","114,38","121,25","114,63","5731,5",331
NJ,05/nov/25,50,"121,25","6062,5",2025-199.pdf,10/11/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3557,46","114,38","121,25","114,63","5731,5",331
NJ,05/nov/25,50,"119,86",5993,2025-206.pdf,17/11/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3516,86","113,07","119,86","113,32",5666,327
NJ,05/nov/25,50,"120,35","6017,5",2025-210.pdf,20/11/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3531,15","113,53","120,35","113,78",5689,"328,5"
NJ,05/nov/25,50,"122,27","6113,5",2025-211.pdf,27/11/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3587,3","115,34","122,27","115,59","5779,5",334
NJ,05/nov/25,50,"128,11","6405,5",2025-226.pdf,22/12/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3758,64","120,85","128,11","121,1",6055,"350,5"
NJ,11/nov/25,50,"128,11","6405,5",2025-227.pdf,22/12/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3758,64","120,85","128,11","121,1",6055,"350,5"
NJ,11/nov/25,50,"129,39","6469,5",2025-230.pdf,29/12/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3796,26","122,06","129,39","122,31","6115,5",354
NJ,11/nov/25,50,"129,39","6469,5",2025-231.pdf,29/12/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3796,26","122,06","129,39","122,31","6115,5",354
NJ,11/nov/25,50,"126,83","6341,5",2025-232.pdf,30/12/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3721,23","119,65","126,83","119,9",5995,"346,5"
NJ,11/nov/25,50,"126,83","6341,5",2025-233.pdf,30/12/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3721,23","119,65","126,83","119,9",5995,"346,5"
NJ,11/nov/25,50,"126,83","6341,5",2025-234.pdf,30/12/2025,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3721,23","119,65","126,83","119,9",5995,"346,5"
NJ,23/dic/25,50,"129,46",6473,2026-1.pdf,7/01/2026,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3798,44","122,13","129,46","122,38",6119,354
NJ,23/dic/25,50,"129,46",6473,2026-2.pdf,7/01/2026,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3798,44","122,13","129,46","122,38",6119,354
NJ,23/dic/25,50,"129,46",6473,2026-3.pdf,7/01/2026,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3798,44","122,13","129,46","122,38",6119,354
NJ,23/dic/25,50,"134,02",6701,2026-9.pdf,12/01/2026,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3932,41","126,43","134,02","126,68",6334,367
NJ,23/dic/25,50,"134,02",6701,2026-10.pdf,12/01/2026,50,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3932,41","126,43","134,02","126,68",6334,367
NJ,FUTURA,50,"136,63","6831,5",2026-15.pdf,19/01/2026,50,0,FUTURA,En curso,TRUE,FALSE,TRUE,"4008,92","128,89","136,63","129,14",6457,"374,5"
NJ,FUTURA,50,"136,63","6831,5",2026-16.pdf,19/01/2026,50,0,FUTURA,En curso,TRUE,FALSE,TRUE,"4008,92","128,89","136,63","129,14",6457,"374,5"
NJ,FUTURA,50,"136,63","6831,5",2026-17.pdf,19/01/2026,50,0,FUTURA,En curso,TRUE,FALSE,TRUE,"4008,92","128,89","136,63","129,14",6457,"374,5"
NJ,FUTURA,50,"136,63","6831,5",2026-18.pdf,19/01/2026,50,0,FUTURA,En curso,TRUE,FALSE,TRUE,"4008,92","128,89","136,63","129,14",6457,"374,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,FUTURA,50,,0,,,0,0,FUTURA,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
NJ,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,stock,100,"64,23",6423,2024-13.pdf,6/02/2024,100,0,stock,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85",6085,338
Milla,stock,100,"64,23",6423,2024-13.pdf,6/02/2024,100,0,stock,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85",6085,338
Milla,stock,50,27-11 devol,,,,0,50,,Finalizado,FALSE,TRUE,FALSE,,0,0,"0,25","12,5","-12,5"
Milla,stock,50,"60,13","3006,5",2023-06,23/01/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5",-36
Milla,stock,50,"60,13","3006,5",2023-06,23/01/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5",-36
Milla,stock,50,"60,13","3006,5",2023-06,23/01/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5",-36
Milla,stock,50,"60,13","3006,5",2023-06,23/01/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5",-36
Milla,stock,50,"58,12",2906,2023-18,28/02/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5","-136,5"
Milla,stock,50,"62,3",3115,2023-22,21/03/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5","72,5"
Milla,stock,50,61,3050,2023-52,12/09/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5","7,5"
Milla,stock,50,61,3050,2023-52,12/09/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5","7,5"
Milla,stock,50,61,3050,2023-52,12/09/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5","7,5"
Milla,stock,50,"63,79","3189,5",2023-74,5/12/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5",147
Milla,stock,50,"63,79","3189,5",2023-74,5/12/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5",147
Milla,stock,50,6-12 devol,,,,0,50,,Finalizado,FALSE,TRUE,FALSE,,0,0,"0,25","12,5","-12,5"
Milla,stock,50,"64,31","3215,5",2023-76.pdf,7/12/2023,50,0,,Finalizado,TRUE,FALSE,TRUE,"1884,66","60,6","64,24","60,85","3042,5",173
Milla,12/dic/23,50,"63,16",3158,2023-80.pdf,19/12/2023,50,0,11-12,Finalizado,TRUE,FALSE,TRUE,"1852,92","59,58","63,16","59,83","2991,5","166,5"
Milla,12/dic/23,50,"63,16",3158,2023-80.pdf,19/12/2023,50,0,11-12,Finalizado,TRUE,FALSE,TRUE,"1852,92","59,58","63,16","59,83","2991,5","166,5"
Milla,12/dic/23,50,10-01 devol gem,,,,0,50,11-12,Finalizado,FALSE,TRUE,FALSE,,0,0,"0,25","12,5","-12,5"
Milla,12/dic/23,50,"68,25","3412,5",2024-32.pdf,25/03/2024,50,0,11-12,Finalizado,TRUE,FALSE,TRUE,"2002,41","64,38","68,25","64,63","3231,5",181
Milla,12/dic/23,50,23-04 devol gem,,,,0,50,11-12,Finalizado,FALSE,TRUE,FALSE,,0,0,"0,25","12,5","-12,5"
Milla,12/dic/23,50,23-04 devol gem,,,,0,50,11-12,Finalizado,FALSE,TRUE,FALSE,,0,0,"0,25","12,5","-12,5"
Milla,26/apr/24,50,"77,45","3872,5",2024-88.pdf,29/08/2024,50,0,22-4,Finalizado,TRUE,FALSE,TRUE,"2272,38","73,06","77,45","73,31","3665,5",207
Milla,26/apr/24,50,"77,02",3851,2024-91.pdf,2/09/2024,50,0,22-4,Finalizado,TRUE,FALSE,TRUE,"2259,13","72,66","77,02","72,91","3645,5","205,5"
Milla,26/apr/24,50,"77,02",3851,2024-91.pdf,2/09/2024,50,0,22-4,Finalizado,TRUE,FALSE,TRUE,"2259,13","72,66","77,02","72,91","3645,5","205,5"
Milla,26/apr/24,50,"77,02",3851,2024-91.pdf,2/09/2024,50,0,22-4,Finalizado,TRUE,FALSE,TRUE,"2259,13","72,66","77,02","72,91","3645,5","205,5"
Milla,01/oct/24,50,"82,56",4128,2024-105.pdf,7/10/2024,50,0,26-9,Finalizado,TRUE,FALSE,TRUE,"2422,11","77,88","82,56","78,13","3906,5","221,5"
Milla,01/oct/24,50,"86,79","4339,5",2024-122.pdf,25/11/2024,50,0,26-9,Finalizado,TRUE,FALSE,TRUE,"2546,36","81,87","86,79","82,12",4106,"233,5"
Milla,01/oct/24,50,"89,78",4489,2025-09.pdf,27/01/2025,50,0,26-9,Finalizado,TRUE,FALSE,TRUE,"2633,98","84,69","89,78","84,94",4247,242
Milla,01/oct/24,50,"100,38",5019,2025-68.pdf,4/06/2025,50,0,26-9,Finalizado,TRUE,FALSE,TRUE,"2945,36","94,69","100,38","94,94",4747,272
Milla,01/oct/24,50,"100,38",5019,2025-68.pdf,4/06/2025,50,0,26-9,Finalizado,TRUE,FALSE,TRUE,"2945,36","94,69","100,38","94,94",4747,272
Milla,11/JUN/25,50,"99,76",4988,2025-81.pdf,20/06/2025,50,0,7-5,Finalizado,TRUE,FALSE,TRUE,"2926,76","94,11","99,76","94,36",4718,270
Milla,11/JUN/25,50,"97,69","4884,5",2025-85.pdf,25/06/2025,50,0,7-5,Finalizado,TRUE,FALSE,TRUE,"2866,48","92,16","97,69","92,41","4620,5",264
Milla,11/JUN/25,50,"97,69","4884,5",2025-85.pdf,25/06/2025,50,0,7-5,Finalizado,TRUE,FALSE,TRUE,"2866,48","92,16","97,69","92,41","4620,5",264
Milla,26/jun/25,50,"98,34",4917,2025-108.pdf,11/08/2025,50,0,7-5,Finalizado,TRUE,FALSE,TRUE,"2885,47","92,77","98,34","93,02",4651,266
Milla,26/jun/25,50,"98,34",4917,2025-108.pdf,11/08/2025,50,0,7-5,Finalizado,TRUE,FALSE,TRUE,"2885,47","92,77","98,34","93,02",4651,266
Milla,26/jun/25,50,"98,34",4917,2025-108.pdf,11/08/2025,50,0,7-5,Finalizado,TRUE,FALSE,TRUE,"2885,47","92,77","98,34","93,02",4651,266
Milla,16/sep/25,50,,0,,,0,50,16-9,Finalizado,FALSE,TRUE,FALSE,,0,0,"0,25","12,5","-12,5"
Milla,16/sep/25,50,,0,,,0,50,16-9,Finalizado,FALSE,TRUE,FALSE,,0,0,"0,25","12,5","-12,5"
Milla,16/sep/25,50,"120,17","6008,5",2025-209.pdf,20/11/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,"3525,78","113,36","120,17","113,61","5680,5",328
Milla,16/sep/25,50,"123,23","6161,5",2025-212.pdf,4/12/2025,50,0,16-9,Finalizado,TRUE,FALSE,TRUE,"3615,7","116,25","123,23","116,5",5825,"336,5"
Milla,02/dic/25,55,"123,01","6765,55",2025-225.pdf,19/12/2025,55,0,5-11,Finalizado,TRUE,FALSE,TRUE,"3609,24","116,04","123,01","116,29","6395,95","369,6"
Milla,23/dic/25,50,,0,,,0,0,5-11,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
Milla,23/dic/25,50,,0,,,0,0,5-11,En Curso,FALSE,FALSE,FALSE,,0,0,"0,25","12,5","-12,5"
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
Milla,,,,0,,,0,0,,,FALSE,FALSE,FALSE,,0,0,"0,25",0,0
